,2021_10_07,,,,2021_10_14,,,,2021_10_21,,,,2021_10_28,,,,2021_11_04,,,,2021_11_11,,,,2021_11_18,,,,,,,
Time,TECH,dTECH,PARK,dPARK,TECH,dTECH,PARK,dPARK,TECH,dTECH,PARK,dPARK,TECH,dTECH,PARK,dPARK,TECH,dTECH,PARK,dPARK,TECH,dTECH,PARK,dPARK,TECH,dTECH,PARK,dPARK,AVG(TECH),dAVG(TECH),AVG(PARK),dAVG(PARK)
16:46,242,3,312,3,222,3,302,2,237,4,286,7,213,2,338,7,339,2,332,7,1234,4,309,5,666,3,336,4,450,3,316,5
16:48,244,2,315,3,222,0,307,5,237,0,291,5,213,0,348,10,340,1,339,7,1235,1,314,5,667,1,343,7,451,1,322,6
16:49,247,3,317,2,222,0,315,8,243,6,292,1,217,4,350,2,342,2,338,-1,1236,1,317,3,667,0,351,8,453,2,326,3
16:50,250,3,317,0,224,2,318,3,244,1,298,6,217,0,356,6,346,4,342,4,1238,2,327,10,672,5,362,11,456,2,331,6
16:51,253,3,318,1,226,2,317,-1,244,0,298,0,220,3,358,2,349,3,343,1,1241,3,338,11,673,1,366,4,458,2,334,3
16:52,256,3,320,2,229,3,319,2,248,4,303,5,221,1,362,4,350,1,347,4,1244,3,344,6,677,4,368,2,461,3,338,4
16:53,257,1,318,-2,232,3,317,-2,251,3,310,7,222,1,363,1,357,7,350,3,1246,2,348,4,678,1,373,5,463,3,340,2
16:54,260,3,318,0,234,2,319,2,253,2,315,5,224,2,365,2,356,-1,353,3,1249,3,350,2,679,1,375,2,465,2,342,2
16:55,263,3,322,4,235,1,320,1,254,1,318,3,226,2,369,4,358,2,354,1,1252,3,351,1,681,2,382,7,467,2,345,3
16:56,264,1,326,4,236,1,320,0,257,3,320,2,231,5,374,5,359,1,356,2,1253,1,355,4,682,1,384,2,469,2,348,3
16:57,264,0,326,0,236,0,324,4,257,0,324,4,232,1,374,0,363,4,355,-1,1255,2,358,3,687,5,383,-1,471,2,349,1
16:58,265,1,330,4,239,3,326,2,260,3,327,3,233,1,377,3,363,0,354,-1,1256,1,357,-1,687,0,387,4,472,1,351,2
16:59,264,-1,331,1,238,-1,329,3,260,0,328,1,237,4,378,1,367,4,357,3,1257,1,362,5,689,2,389,2,473,1,353,2
17:00,264,0,331,0,240,2,328,-1,261,1,328,0,239,2,382,4,367,0,357,0,1261,4,362,0,693,4,390,1,475,2,354,1
17:01,266,2,329,-2,242,2,331,3,265,4,333,5,242,3,384,2,366,-1,361,4,1263,2,360,-2,693,0,393,3,477,2,356,2
17:02,267,1,336,7,245,3,334,3,265,0,334,1,243,1,387,3,367,1,365,4,1263,0,363,3,694,1,395,2,478,1,359,3
17:03,267,0,339,3,245,0,332,-2,266,1,336,2,248,5,390,3,368,1,371,6,1268,5,368,5,696,2,396,1,480,2,362,3
17:04,268,1,339,0,246,1,333,1,271,5,336,0,249,1,394,4,367,-1,377,6,1269,1,367,-1,698,2,397,1,481,1,363,2
17:05,271,3,334,-5,248,2,333,0,274,3,338,2,250,1,397,3,369,2,379,2,1271,2,366,-1,701,3,399,2,483,2,364,0
17:06,272,1,332,-2,250,2,332,-1,275,1,342,4,252,2,395,-2,372,3,382,3,1273,2,371,5,705,4,404,5,486,2,365,2
17:07,275,3,334,2,256,6,338,6,280,5,345,3,253,1,397,2,372,0,385,3,1275,2,371,0,706,1,407,3,488,3,368,3
17:08,278,3,338,4,259,3,346,8,281,1,348,3,256,3,401,4,372,0,391,6,1275,0,373,2,707,1,406,-1,490,2,372,4
17:09,277,-1,340,2,261,2,347,1,282,1,351,3,258,2,397,-4,374,2,391,0,1274,-1,380,7,709,2,406,0,491,1,373,1
17:10,278,1,343,3,267,6,353,6,283,1,357,6,258,0,400,3,373,-1,394,3,1274,0,384,4,710,1,410,4,492,1,377,4
17:11,280,2,348,5,269,2,359,6,282,-1,365,8,263,5,404,4,376,3,392,-2,1275,1,386,2,710,0,411,1,494,2,381,3
17:12,283,3,350,2,269,0,364,5,285,3,368,3,267,4,409,5,379,3,392,0,1275,0,390,4,712,2,412,1,496,2,384,3
17:13,286,3,353,3,267,-2,370,6,285,0,377,9,269,2,411,2,380,1,397,5,1279,4,392,2,715,3,419,7,497,2,388,5
17:14,290,4,359,6,271,4,377,7,286,1,376,-1,270,1,414,3,382,2,403,6,1282,3,397,5,716,1,419,0,500,2,392,4
17:15,293,3,357,-2,275,4,381,4,288,2,381,5,268,-2,414,0,385,3,408,5,1285,3,406,9,721,5,421,2,502,3,395,3
17:16,297,4,362,5,279,4,383,2,296,8,387,6,268,0,416,2,385,0,408,0,1287,2,406,0,723,2,424,3,505,3,398,3
17:17,299,2,365,3,286,7,389,6,298,2,389,2,271,3,420,4,389,4,412,4,1288,1,409,3,725,2,428,4,508,3,402,4
17:18,300,1,366,1,289,3,396,7,304,6,392,3,272,1,427,7,393,4,414,2,1290,2,415,6,726,1,431,3,511,3,406,4
17:19,304,4,374,8,296,7,404,8,304,0,393,1,274,2,430,3,397,4,417,3,1292,2,425,10,728,2,435,4,514,3,411,5
17:20,305,1,385,11,304,8,408,4,307,3,397,4,274,0,434,4,397,0,417,0,1292,0,426,1,728,0,438,3,515,2,415,4
17:21,308,3,390,5,305,1,409,1,308,1,399,2,279,5,438,4,399,2,422,5,1292,0,428,2,729,1,440,2,517,2,418,3
17:22,311,3,397,7,314,9,413,4,307,-1,405,6,278,-1,441,3,402,3,427,5,1294,2,427,-1,729,0,443,3,519,2,422,4
17:23,314,3,402,5,320,6,416,3,310,3,413,8,281,3,440,-1,408,6,434,7,1295,1,429,2,734,5,450,7,523,4,426,4
17:24,315,1,410,8,324,4,421,5,313,3,418,5,283,2,444,4,410,2,434,0,1297,2,432,3,739,5,455,5,526,3,431,4
17:25,320,5,411,1,331,7,423,2,317,4,427,9,286,3,443,-1,415,5,440,6,1298,1,439,7,744,5,460,5,530,4,435,4
17:26,325,5,412,1,339,8,429,6,322,5,435,8,285,-1,448,5,430,15,468,28,1299,1,447,8,746,2,465,5,535,5,443,9
17:27,329,4,420,8,346,7,433,4,328,6,441,6,289,4,446,-2,432,2,471,3,1303,4,453,6,752,6,472,7,540,5,448,5
17:28,331,2,431,11,352,6,433,0,332,4,448,7,291,2,452,6,434,2,479,8,1307,4,452,-1,759,7,478,6,544,4,453,5
17:29,339,8,432,1,356,4,439,6,338,6,452,4,294,3,455,3,440,6,486,7,1310,3,457,5,763,4,484,6,549,5,458,5
17:30,350,11,434,2,363,7,442,3,339,1,460,8,294,0,463,8,442,2,489,3,1312,2,460,3,765,2,491,7,552,4,463,5
17:31,352,2,440,6,371,8,444,2,350,11,465,5,295,1,468,5,448,6,494,5,1319,7,466,6,767,2,496,5,557,5,468,5
17:32,361,9,445,5,374,3,444,0,354,4,468,3,298,3,471,3,449,1,496,2,1321,2,467,1,772,5,500,4,561,4,470,3
17:33,373,12,448,3,379,5,450,6,366,12,477,9,299,1,476,5,445,-4,499,3,1323,2,474,7,774,2,504,4,566,4,475,5
17:34,380,7,452,4,384,5,450,0,367,1,481,4,304,5,487,11,456,11,505,6,1328,5,483,9,779,5,507,3,571,6,481,5
17:35,384,4,457,5,386,2,450,0,372,5,482,1,308,4,500,13,460,4,513,8,1332,4,490,7,785,6,514,7,575,4,487,6
17:36,385,1,456,-1,392,6,447,-3,377,5,485,3,318,10,504,4,466,6,512,-1,1344,12,498,8,789,4,524,10,582,6,489,3
17:37,387,2,456,0,395,3,450,3,383,6,495,10,326,8,504,0,468,2,518,6,1348,4,502,4,793,4,525,1,586,4,493,3
17:38,388,1,461,5,395,0,452,2,390,7,496,1,331,5,507,3,476,8,527,9,1355,7,513,11,799,6,529,4,591,5,498,5
17:39,391,3,465,4,398,3,449,-3,402,12,501,5,344,13,511,4,477,1,533,6,1362,7,524,11,801,2,538,9,596,6,503,5
17:40,391,0,474,9,398,0,455,6,405,3,506,5,349,5,514,3,487,10,542,9,1367,5,526,2,804,3,550,12,600,4,510,7
17:41,391,0,477,3,397,-1,460,5,408,3,511,5,355,6,518,4,491,4,549,7,1370,3,531,5,809,5,555,5,603,3,514,5
17:42,391,0,476,-1,397,0,465,5,412,4,515,4,357,2,518,0,499,8,550,1,1369,-1,540,9,819,10,564,9,606,3,518,4
17:43,395,4,478,2,397,0,469,4,414,2,519,4,362,5,516,-2,502,3,549,-1,1378,9,543,3,824,5,568,4,610,4,520,2
17:44,396,1,481,3,397,0,478,9,418,4,523,4,365,3,519,3,506,4,553,4,1382,4,548,5,826,2,570,2,613,3,525,4
17:45,400,4,484,3,396,-1,478,0,418,0,527,4,367,2,520,1,508,2,557,4,1387,5,551,3,828,2,573,3,615,2,527,3
17:46,400,0,485,1,395,-1,478,0,420,2,530,3,364,-3,527,7,509,1,565,8,1388,1,553,2,838,10,582,9,616,1,531,4
17:47,395,-5,487,2,396,1,481,3,424,4,534,4,364,0,533,6,512,3,573,8,1388,0,553,0,840,2,588,6,617,1,536,4
17:48,395,0,488,1,397,1,488,7,428,4,541,7,362,-2,536,3,515,3,576,3,1389,1,559,6,844,4,591,3,619,2,540,4
17:49,395,0,490,2,398,1,498,10,433,5,543,2,366,4,538,2,514,-1,585,9,1392,3,560,1,847,3,597,6,621,2,544,5
17:50,398,3,491,1,397,-1,503,5,433,0,549,6,372,6,542,4,516,2,585,0,1396,4,564,4,849,2,601,4,623,2,548,3
17:51,398,0,496,5,398,1,506,3,435,2,553,4,374,2,540,-2,515,-1,589,4,1398,2,565,1,851,2,605,4,624,1,551,3
17:52,400,2,499,3,401,3,506,0,441,6,557,4,377,3,547,7,514,-1,595,6,1397,-1,568,3,851,0,600,-5,626,2,553,3
17:53,399,-1,504,5,401,0,507,1,439,-2,560,3,380,3,552,5,520,6,597,2,1400,3,572,4,851,0,595,-5,627,1,555,2
17:54,399,0,505,1,402,1,510,3,440,1,566,6,382,2,563,11,522,2,596,-1,1402,2,573,1,853,2,595,0,629,1,558,3
17:55,400,1,508,3,405,3,513,3,441,1,570,4,382,0,569,6,526,4,596,0,1402,0,573,0,854,1,596,1,630,1,561,2
17:56,401,1,506,-2,404,-1,512,-1,437,-4,577,7,385,3,573,4,526,0,597,1,1402,0,574,1,855,1,599,3,630,0,563,2
17:57,399,-2,508,2,404,0,512,0,437,0,587,10,388,3,572,-1,528,2,595,-2,1404,2,574,0,857,2,605,6,631,1,565,2
17:58,399,0,510,2,404,0,518,6,441,4,593,6,390,2,576,4,530,2,595,0,1405,1,578,4,858,1,612,7,632,1,569,4
17:59,400,1,510,0,404,0,521,3,442,1,596,3,392,2,577,1,530,0,593,-2,1405,0,582,4,860,2,614,2,633,1,570,2
18:00,397,-3,516,6,402,-2,524,3,444,2,602,6,395,3,578,1,530,0,592,-1,1407,2,580,-2,862,2,620,6,634,1,573,3
18:01,396,-1,517,1,403,1,524,0,442,-2,608,6,395,0,578,0,529,-1,594,2,1409,2,581,1,862,0,619,-1,634,0,574,1
18:02,402,6,517,0,404,1,525,1,442,0,618,10,394,-1,580,2,528,-1,598,4,1409,0,585,4,862,0,621,2,634,1,578,3
18:03,402,0,526,9,407,3,526,1,442,0,624,6,395,1,579,-1,530,2,604,6,1409,0,586,1,863,1,623,2,635,1,581,3
18:04,400,-2,529,3,407,0,528,2,442,0,631,7,394,-1,579,0,531,1,605,1,1411,2,588,2,864,1,623,0,636,0,583,2
18:05,401,1,536,7,409,2,531,3,447,5,635,4,392,-2,578,-1,533,2,606,1,1411,0,591,3,864,0,621,-2,637,1,585,2
18:06,401,0,540,4,410,1,533,2,447,0,642,7,392,0,577,-1,534,1,609,3,1411,0,597,6,866,2,626,5,637,1,589,4
18:07,405,4,552,12,410,0,538,5,443,-4,647,5,393,1,576,-1,536,2,611,2,1410,-1,601,4,868,2,630,4,638,1,594,4
18:08,404,-1,560,8,411,1,537,-1,444,1,655,8,393,0,580,4,537,1,614,3,1412,2,601,0,867,-1,633,3,638,0,597,4
18:09,405,1,562,2,411,0,540,3,445,1,660,5,393,0,586,6,537,0,619,5,1415,3,603,2,871,4,633,0,640,1,600,3
18:10,410,5,571,9,413,2,544,4,444,-1,663,3,392,-1,591,5,536,-1,626,7,1416,1,609,6,875,4,637,4,641,1,606,5
18:11,410,0,571,0,413,0,545,1,446,2,665,2,393,1,589,-2,536,0,625,-1,1416,0,611,2,876,1,640,3,641,1,607,1
18:12,411,1,568,-3,411,-2,550,5,449,3,669,4,394,1,588,-1,538,2,629,4,1417,1,613,2,878,2,642,2,643,1,608,2
18:13,413,2,565,-3,411,0,552,2,453,4,678,9,393,-1,591,3,539,1,632,3,1419,2,614,1,880,2,639,-3,644,1,610,2
18:14,416,3,563,-2,409,-2,554,2,455,2,684,6,391,-2,590,-1,540,1,634,2,1421,2,612,-2,884,4,641,2,645,1,611,1
18:15,417,1,561,-2,410,1,557,3,456,1,688,4,391,0,587,-3,542,2,636,2,1421,0,620,8,885,1,640,-1,646,1,613,2
18:16,419,2,559,-2,415,5,561,4,458,2,691,3,390,-1,591,4,545,3,639,3,1424,3,620,0,888,3,639,-1,648,2,614,2
18:17,421,2,560,1,417,2,564,3,459,1,698,7,390,0,591,0,548,3,642,3,1425,1,622,2,888,0,639,0,650,1,617,2
18:18,421,0,562,2,417,0,567,3,461,2,703,5,392,2,598,7,549,1,644,2,1426,1,624,2,888,0,638,-1,651,1,619,3
18:19,418,-3,561,-1,418,1,571,4,464,3,704,1,392,0,601,3,551,2,649,5,1426,0,626,2,889,1,637,-1,651,1,621,2
18:20,416,-2,566,5,422,4,574,3,464,0,713,9,392,0,604,3,553,2,651,2,1427,1,627,1,888,-1,638,1,652,1,625,3
18:21,416,0,571,5,423,1,578,4,465,1,724,11,390,-2,609,5,556,3,652,1,1431,4,631,4,891,3,640,2,653,1,629,5
18:22,420,4,571,0,424,1,580,2,467,2,734,10,391,1,610,1,557,1,654,2,1433,2,633,2,893,2,637,-3,655,2,631,2
18:23,419,-1,573,2,429,5,580,0,467,0,742,8,393,2,609,-1,560,3,655,1,1434,1,635,2,896,3,640,3,657,2,633,2
18:24,420,1,574,1,429,0,584,4,468,1,747,5,394,1,611,2,560,0,654,-1,1433,-1,639,4,898,2,642,2,657,1,636,2
18:25,424,4,574,0,430,1,586,2,470,2,745,-2,396,2,612,1,562,2,657,3,1434,1,642,3,898,0,646,4,659,2,637,2
18:26,424,0,579,5,431,1,588,2,472,2,750,5,395,-1,615,3,563,1,659,2,1436,2,645,3,900,2,649,3,660,1,641,3
18:27,425,1,582,3,432,1,591,3,474,2,751,1,395,0,617,2,564,1,659,0,1435,-1,645,0,904,4,647,-2,661,1,642,1
18:28,426,1,582,0,435,3,593,2,477,3,754,3,395,0,621,4,564,0,661,2,1436,1,645,0,905,1,648,1,663,1,643,2
18:29,426,0,580,-2,435,0,593,0,478,1,759,5,397,2,621,0,567,3,661,0,1442,6,647,2,905,0,649,1,664,2,644,1
18:30,428,2,585,5,436,1,598,5,479,1,760,1,398,1,622,1,568,1,661,0,1444,2,646,-1,905,0,653,4,665,1,646,2
18:31,428,0,587,2,437,1,598,0,482,3,761,1,398,0,621,-1,570,2,664,3,1444,0,647,1,907,2,651,-2,667,1,647,1
18:32,431,3,589,2,439,2,600,2,484,2,766,5,398,0,621,0,572,2,666,2,1446,2,649,2,907,0,652,1,668,2,649,2
18:33,432,1,592,3,440,1,604,4,485,1,768,2,400,2,621,0,574,2,671,5,1451,5,649,0,907,0,655,3,670,2,651,2
18:34,433,1,592,0,440,0,606,2,485,0,768,0,401,1,624,3,576,2,673,2,1451,0,648,-1,908,1,658,3,671,1,653,1
18:35,433,0,596,4,440,0,608,2,485,0,771,3,405,4,625,1,579,3,674,1,1451,0,647,-1,912,4,660,2,672,2,654,2
18:36,434,1,599,3,442,2,610,2,486,1,775,4,405,0,626,1,579,0,677,3,1452,1,649,2,910,-2,659,-1,673,0,656,2
18:37,435,1,597,-2,444,2,611,1,488,2,777,2,406,1,629,3,580,1,680,3,1453,1,650,1,913,3,661,2,674,2,658,1
18:38,437,2,595,-2,446,2,612,1,488,0,777,0,409,3,633,4,582,2,684,4,1454,1,649,-1,915,2,662,1,676,2,659,1
18:39,436,-1,597,2,445,-1,611,-1,489,1,779,2,409,0,634,1,582,0,687,3,1456,2,650,1,914,-1,661,-1,676,0,660,1
18:40,438,2,598,1,446,1,611,0,491,2,782,3,409,0,636,2,582,0,691,4,1455,-1,651,1,914,0,660,-1,676,1,661,1
18:41,437,-1,597,-1,447,1,610,-1,491,0,784,2,410,1,638,2,583,1,693,2,1453,-2,650,-1,915,1,664,4,677,0,662,1
18:42,437,0,597,0,447,0,614,4,491,0,787,3,410,0,641,3,584,1,694,1,1454,1,653,3,915,0,665,1,677,0,664,2
18:43,437,0,603,6,449,2,619,5,493,2,788,1,411,1,644,3,584,0,698,4,1456,2,657,4,915,0,666,1,678,1,668,3
18:44,437,0,606,3,450,1,620,1,494,1,793,5,413,2,647,3,585,1,701,3,1456,0,658,1,915,0,668,2,679,1,670,3
18:45,436,-1,606,0,452,2,623,3,496,2,798,5,414,1,646,-1,586,1,701,0,1456,0,657,-1,913,-2,671,3,679,0,672,1
18:46,436,0,608,2,455,3,625,2,497,1,802,4,413,-1,644,-2,587,1,704,3,1456,0,657,0,914,1,673,2,680,1,673,2
18:47,435,-1,610,2,455,0,628,3,497,0,802,0,414,1,645,1,590,3,704,0,1456,0,658,1,915,1,677,4,680,1,675,2
18:48,436,1,611,1,455,0,628,0,498,1,805,3,416,2,647,2,592,2,709,5,1456,0,659,1,916,1,675,-2,681,1,676,1
18:49,435,-1,615,4,456,1,628,0,499,1,805,0,418,2,648,1,595,3,710,1,1456,0,663,4,916,0,679,4,682,1,678,2
18:50,437,2,616,1,456,0,628,0,501,2,805,0,418,0,652,4,596,1,711,1,1457,1,664,1,917,1,680,1,683,1,679,1
18:51,437,0,617,1,455,-1,629,1,503,2,808,3,422,4,658,6,597,1,712,1,1458,1,667,3,917,0,681,1,684,1,682,2
18:52,437,0,619,2,457,2,630,1,505,2,812,4,422,0,662,4,598,1,713,1,1458,0,667,0,918,1,685,4,685,1,684,2
18:53,439,2,621,2,461,4,631,1,506,1,812,0,424,2,662,0,597,-1,717,4,1459,1,668,1,920,2,685,0,687,2,685,1
18:54,442,3,622,1,462,1,633,2,506,0,814,2,424,0,664,2,597,0,723,6,1458,-1,669,1,920,0,683,-2,687,0,687,2
18:55,442,0,622,0,464,2,637,4,509,3,817,3,425,1,668,4,596,-1,722,-1,1460,2,670,1,919,-1,685,2,688,1,689,2
18:56,444,2,623,1,466,2,642,5,510,1,820,3,427,2,670,2,595,-1,721,-1,1461,1,669,-1,919,0,685,0,689,1,690,1
18:57,444,0,626,3,467,1,643,1,513,3,822,2,428,1,672,2,596,1,724,3,1464,3,671,2,920,1,688,3,690,1,692,2
18:58,447,3,627,1,468,1,643,0,515,2,821,-1,429,1,676,4,597,1,727,3,1464,0,670,-1,921,1,690,2,692,1,693,1
18:59,446,-1,627,0,469,1,648,5,516,1,821,0,428,-1,677,1,598,1,729,2,1464,0,670,0,924,3,694,4,692,1,695,2
19:00,448,2,627,0,470,1,653,5,517,1,821,0,431,3,679,2,599,1,734,5,1464,0,675,5,924,0,696,2,693,1,698,3
19:01,448,0,628,1,472,2,654,1,517,0,822,1,432,1,680,1,600,1,739,5,1467,3,676,1,924,0,698,2,694,1,700,2
19:02,451,3,627,-1,474,2,658,4,517,0,824,2,434,2,683,3,600,0,743,4,1469,2,678,2,926,2,703,5,696,2,702,3
19:03,451,0,630,3,474,0,659,1,518,1,826,2,437,3,685,2,601,1,745,2,1470,1,680,2,927,1,709,6,697,1,705,3
19:04,452,1,635,5,476,2,663,4,518,0,828,2,437,0,686,1,604,3,747,2,1471,1,683,3,930,3,709,0,698,1,707,2
19:05,454,2,636,1,477,1,669,6,518,0,828,0,436,-1,689,3,604,0,749,2,1475,4,685,2,931,1,705,-4,699,1,709,1
19:06,457,3,637,1,477,0,673,4,519,1,832,4,439,3,693,4,606,2,749,0,1477,2,685,0,932,1,709,4,701,2,711,2
19:07,458,1,638,1,478,1,673,0,521,2,838,6,440,1,695,2,606,0,748,-1,1479,2,685,0,933,1,710,1,702,1,712,1
19:08,458,0,639,1,479,1,675,2,523,2,843,5,442,2,698,3,607,1,748,0,1480,1,688,3,938,5,712,2,704,2,715,2
19:09,458,0,642,3,483,4,677,2,523,0,848,5,443,1,702,4,607,0,754,6,1479,-1,691,3,940,2,713,1,705,1,718,3
19:10,460,2,640,-2,484,1,681,4,524,1,850,2,444,1,702,0,610,3,755,1,1480,1,692,1,941,1,722,9,706,1,720,2
19:11,462,2,642,2,485,1,682,1,524,0,854,4,446,2,707,5,611,1,752,-3,1482,2,695,3,944,3,731,9,708,2,723,3
19:12,462,0,645,3,484,-1,685,3,526,2,857,3,448,2,715,8,612,1,756,4,1485,3,697,2,945,1,735,4,709,1,727,4
19:13,462,0,650,5,487,3,690,5,528,2,857,0,447,-1,719,4,612,0,756,0,1486,1,700,3,947,2,737,2,710,1,730,3
19:14,464,2,653,3,487,0,692,2,530,2,861,4,450,3,723,4,614,2,757,1,1487,1,701,1,949,2,740,3,712,2,732,3
19:15,464,0,655,2,488,1,696,4,532,2,863,2,453,3,728,5,615,1,758,1,1488,1,705,4,952,3,744,4,713,2,736,3
19:16,464,0,657,2,491,3,699,3,533,1,866,3,453,0,729,1,615,0,764,6,1488,0,708,3,954,2,751,7,714,1,739,4
19:17,466,2,658,1,494,3,703,4,533,0,867,1,453,0,729,0,616,1,767,3,1491,3,711,3,955,1,755,4,715,1,741,2
19:18,468,2,663,5,497,3,706,3,535,2,872,5,453,0,730,1,618,2,768,1,1494,3,712,1,956,1,759,4,717,2,744,3
19:19,469,1,666,3,499,2,712,6,535,0,874,2,453,0,733,3,619,1,771,3,1494,0,715,3,956,0,758,-1,718,1,747,3
19:20,471,2,666,0,500,1,713,1,536,1,878,4,456,3,735,2,620,1,776,5,1495,1,716,1,960,4,759,1,720,2,749,2
19:21,472,1,667,1,501,1,715,2,535,-1,883,5,460,4,740,5,620,0,778,2,1496,1,718,2,960,0,761,2,721,1,752,3
